索引,职位名称,公司名称,薪资,工作经验,学历要求,工作文字信息,URL
269,全栈工程师,阜阳百算智能科技,10-15K,经验不限,本科,"职能描述
项目架构及相关研发等。
职位要求
1.第一学历为本科。热爱软件及互联网行业，对技术研发有浓厚的兴趣；
2.熟悉前后端的各项技术，至少熟悉Python、PHP、JAVASCRIPT、HTML5、CSS3、MYSQL；
3.熟悉面向对象、算法、设计模式；
4.有两年以上正规项目的开发经验者优先，有大规模、高并发系统架构经验则更佳；
5.熟悉CDN、反向代理、服务器集群搭建、灾备技术者优先，对WEB安全防御有一定的深入研究者优先；
6.熟悉网站及软件性能测试的方法，在服务器性能提升和优化方面有一定的经验；
7.熟练使用以下技能中的至少三种：Python、C++、C、JAVA、OBJC/Swift、Node.js；
8.熟悉SQL，熟练使用Mysql；
9.熟悉LINUX、UNIX和WINDOWS SERVER；
10.熟悉单片机开发者优先，熟悉jetson nano和树莓派者优先；
11.性格良好，有很好的团队合作精神和完美主义精神，不骄不躁，善于处理人际关系，有一定的领导潜力；
12.工作认真、负责、高效，积极进取、谦虚好学、乐于研究与探索；
13.有较强的技术攻关能力、优秀的钻研精神。
备注
1.该职位可向项目经理、AI研发部总监、研发总部总监等方向发展，拥有极好的晋升通道；
2.我们注重员工的身心健康和可持续发展，百算所有职位均是双休。工作表现优异者，每年享受额外的5天以上的带薪假期；
3.我们为优秀员工预留了期权池。该职位入职满3个月后，优秀者可申请期权，公司集中审批后集中发放；
4.百算有全员导师制，每位员工入职后均可自由选择一位导师。
5.无限量茶叶咖啡水果零食、不定期团建等大量福利！",https://www.zhipin.com/job_detail/343d73c70da5e3611Xd52tW6E1dT.html?securityId=XAqFySM31TfFW-G11uhI12KqPR8lQigVtZU-UjJ-RWQfqCaNQr3lnutI-8mIuq1peHzfmKG3zHPdRNRb9dGp_VxsCQzXUPM7dAxbIbx17WMX6KBUDRhRU4WPal4ifz-9n7zBM8HJZwJxVw~~&ka=search-list-1yGQl9q2wIO.search.270
270,Java,辛氪,15-29K,经验不限,本科,sap apap开发相关岗位,https://www.zhipin.com/job_detail/e69d3be4d92273141nZy3t20EFRZ.html?securityId=2wKwRIZ7NxDcj-Z1Ltngc8hsXJ8SfaOzuEeLhDhv1e1ThqIQS43nWjkXuAuU8YT3wHSt0IJRZoZ5F_OgtNOJY0W4ByvLLC4-udLJ3iLeBpPcJYhhRc-hXYDhiacom1kxdNJvW4qB5hg~&ka=search-list-1yGQl9q2wIO.search.271
271,全栈工程师,百杉科技,10-15K,5-10年,大专,"岗位职责:
1、 负责部分业务系统的设计、实现与维护；
2、根据需求快速完成开发方案设计并完成业务后端研发工作；
3、功能自测、代码定期自查、框架及系统完善；
4、参与日常的功能快速迭代，完成开发、自动化测试到产品发布的整个流程。
任职要求：
1、计算机相关专业专科及以上学历，6年以上PHP开发工作经验；
2、熟悉MySQL，具有良好的数据库设计能力，具备 SQL 查询优化能力并掌握常用性能优化技巧；有大并发下的SQL优化经验者优先；
4、掌握常见场景设计，如消息队列、缓存、高并发；
5、有微信公众号、小程序开发经验者优先，有支付、文件存储、推送消息集成经验或电商平台开发经验者优先，有订单系统和支付系统开发经验者优先；
6、可以使用Vue、Element UI 开发管理后台页面。
7、学习能力强，具备良好的问题分析和解决能力，对新技术有敏感性并愿意致力于新技术研究。
8、快速融入团队，有责任心，有集体荣誉感，愿意付出并与团队和企业共同成长。
9、熟悉Thinkphp框架",https://www.zhipin.com/job_detail/9ae3319012dc19c11HZ72N64ElRW.html?securityId=uxh50LaQjxSnD-41UbBHkoyieEOq2s5ky-tlutH9sJ5zuQ3ofzVkVHYK-JtiawY4s6X-iTeW0kzVz3asTDMDC6tk-VeAF8Z1PfAlU7eWPLwt9T481uiIavUETRc_gZrIPMBiXyQ3726UWw~~&ka=search-list-1yGQl9q2wIO.search.272
272,php全栈工程师,风起传媒,12-24K,5-10年,大专,"任职要求（只要全栈独行侠）： 
1.3年以上PHP Web前端开发工作经验，至少2个web项目开发经验； 
2.精通前端基本技术，包括HTML/CSS/Javascript/Typescript等； 
3.熟悉Vue或React框架应用，并能运用框架完成网站开发；
4.精通PHP开发语言，能同时进行前后端开发优先",https://www.zhipin.com/job_detail/82a1c9eca81d7c0b1Hd829q5FVNX.html?securityId=XbZVFO-l72Jsd-r1O__3MnPII3L4idUiaqTLgTpoHGsQAalXJr4d1Bra6D4TT_wUQg1pYDIyO_UOaF6gyskTD7KaVMyQP75zWRyBXr5G6_7wSsdA4JeMHPq-_6w-ofKnH_Nz6OeM3t5f&ka=search-list-1yGQl9q2wIO.search.273
273,高级全栈工程师（React + Java Spring）,杭州与光同尘影视...,18-22K·13薪,5-10年,本科,"【我们在做什么】
我们是一家专注于AI视频生成的新锐创业公司，正在打造国内领先的AI多模态创作平台，赋能创作者、品牌和企业用更高效的方式生产视觉内容。核心团队来自字节、阿里、已获得知名天使轮融资。
【我们需要你来做什么】
主导平台前后端的核心功能开发与技术方案设计
搭建和优化高性能 Web 应用与后端服务
与产品、算法、设计团队深度协作，快速迭代新功能
构建良好的组件化、模块化体系，推动前后端协作效率
参与平台基础设施、权限、内容管理、视频任务调度等模块开发
【我们希望你具备】
扎实的计算机基础，5年以上工程经验
精通 React 技术栈，熟悉组件抽象、性能优化、前端工程化
熟练掌握 Java 开发，深度理解 Spring Boot 
有独立负责复杂项目的经验，思路清晰，具备优秀的系统设计能力
对创业氛围有适应力，抗压、有owner意识，能快速推进落地
【加分项】
有AI产品开发经验优先
有0-1开发产品经验优先
【你将获得】
有机会深度参与AI视频行业的快速爆发周期
合理的薪资 + 有竞争力的期权激励
工作节奏高效清晰，不卷但不躺",https://www.zhipin.com/job_detail/1a29da03f837849a03Fy29m7F1FZ.html?securityId=4kVjitvHvky2i-O1GcO6Vap2CA0NnWgJaX66C79QLER7uNzYGMjGaNG-AFVOhFnAnrITWVoq2VK_xFIB4EknEJvjSR1dvDcOin9GXcDnofk_cnY9kAdwTeThszXn-pk4FHqc2slVQWqV&ka=search-list-1yGQl9q2wIO.search.274
274,PHP 全栈工程师,杭州未零,12-15K,在校/应届,本科,"你将负责：
* 参与核心产品的后端与前端功能开发
* 在技术负责人带领下独立承担模块开发任务
* 熟悉并掌握团队当前技术栈，协助推动技术优化与演进
我们希望你：
* 熟练掌握 Laravel 框架，具备良好的 PHP 编程习惯
* 熟悉基本的 Linux 运维、Redis 队列与缓存机制等常规服务端能力
* 理解 HTML/CSS/JS，前端能快速上手 Tailwind CSS + Livewire / Alpine.js 技术栈
* 学习能力强、思维灵活，能主动思考并推动工作
* 年轻、有技术热情，愿意长期投入产品型公司成长（应届生或1–3年经验更佳）
加分项（非必须）：
* 有 Vue 或 React 项目经验，愿意尝试 Laravel + Livewire 模式
* 具备一定的产品视角，乐于参与交互、体验的讨论与打磨
* 有使用组件库（如 Tailwind UI、Flowbite 等）快速搭建前端界面经验
我们能提供：
* 实战项目 + 技术主导带教，快速提升成长速度
* 可见的产品影响力，参与完整产品闭环而非重复堆砌业务
* 高度参与感的团队氛围，尊重个体成长、强调结果导向
* 交通便利，办公环境舒适，步行可达地铁站
一句话总结：
如果你希望深入成长为真正能独当一面的工程师，而不是永远“写页面调接口”，
这里将是你最值得加入的战场。",https://www.zhipin.com/job_detail/85a24a96da5eec6d03J43N60E1tY.html?securityId=6Ag7oUkWxjaok-T1hhaeqzE15O8UBK-ixDZfvMIa79F0WOMCWHCXXLOFQljxawDw2oI9Vcp6i9HowxfD_7xjWe0DOdo9lUWuKiQF_2yRhMorPfJKZGBWr6En7Z2tVGbVlUnxubnsShZxoQ~~&ka=search-list-1yGQl9q2wIO.search.275
275,高级全栈开发工程师,北京某小型信息安全公司,27-40K,3-5年,本科,"加入我们，负责下一代交易终端的核心研发工作：从高性能智能合约到前后端全栈实现，并在 DeFi 与 AI 交叉领域持续探索创新。
主要职责 
1. 区块链核心开发 
 • 设计、开发、测试并部署安全高效的 Solidity/Rust 智能合约 ，重点关注撮合、手续费、资产安全等交易逻辑。 
 • 维护自研交易终端的链上交互与订单管理，引入实时行情与链上数据处理。 
 • 调研并集成主流及新兴 DeFi 协议（DEX、衍生品等），持续提升终端功能。 
 • 与各类区块链节点高效交互，保证数据实时、准确。 
2. 全栈系统开发 
 • 参与浏览器端（或桌面插件）UI 与交互逻辑开发，快速迭代功能 Demo。 
 • 负责后端 API、账户体系、数据存储与业务逻辑，实现高可扩展、高安全后端架构。 
 • 持续优化整体性能、稳定性与安全性。 
3. 技术探索与流程优化 
 • 关注区块链、AI 最新动态，将前沿技术转化为产品能力。 
 • 参与架构设计与技术选型，完善 CI/CD、测试与发布流程。 
4. 团队协作 
 • 与产品经理、设计师、其他工程师紧密协作，保证项目如期交付。 
 • 编写技术文档、参与代码评审，提升团队整体代码质量。",https://www.zhipin.com/job_detail/c173e409e1fc358c03B42969EFdV.html?securityId=Ki-iNS6wHWqbw-I10bBNKcdHs4T3e94du-LwfSmrIiYZtktiZw-6MRea96Mh90zX8mLW7n91gQmALH4Fz1Xz2sUVjhMBW3vFmTyMuf49kMPmvzVkFTHjkjw9dbPOhJGORMLECqJJTWDo&ka=search-list-1yGQl9q2wIO.search.276
276,全栈工程师,绍虞数字,450-500元/天,5-10年,本科,"工作周期：长期兼职
每周工期：5天及以上
工作时间：不限
工作时段：按单安排时间
结算方式：完工结
招聘截止时间：2025-12-10
岗位职责:
1. 参与项⽬后端的设计、开发⼯作，承担核⼼功能模块的代码编写，确保项⽬进度和质量;
2. 参与开发⼈员code review⼯作，并能提供性能优化、安全性建议;
3. 参与系统架构设计、接⼝规范制定、技术⽂档编写等。
4. 参与现有系统的优化改进。
岗位要求:
1. 本科及以上学历，计算机相关专业优先,【扎实的数据结构/算法与编码能⼒】;
2. JAVA基础扎实,1年及以上JAVA开发的经验，理解相关开源框架的原理和机制，包括但不限于Spring/Spring Boot等;
3. 熟悉分布式、缓存、消息等机制，有redis、kafka、storm使⽤经验者优先;
4. 掌握多线程及⾼性能的设计与编码及性能调优，有⾼并发应⽤开发经验者优先;
5. 熟悉基于Mysql的设计和开发,【有JVM调优、SQL调优的实战经验】;
6. 熟练进⾏Linux系统操作、git操作,【熟练shell/python等脚本编程，有服务端操作和运维经验优先】;
7. 学习能⼒强，适应能⼒好，具备耐⼼、细⼼的品质;
8. 喜欢学习及尝试新技术，从技术趋势和思路上影响技术团队。",https://www.zhipin.com/job_detail/5e7ee3ed7bdbf1fb1H172N-6EVtY.html?securityId=xyRz9MvyMwulY-B19Nl5mm6ZJn7NqIkom_YXRXn488AEE2z7jccfRvIeE08avrubcDxBDl-bL4458x8eXOJO8GCIQCTDRXEOVn3jj-8Zi3oXpgQA45tm8XQ4C7m1PM3pUf5LrFuJZ9JF&ka=search-list-1yGQl9q2wIO.search.277
277,全栈工程师,杭州杰歌科技有限公司,8-12K,1-3年,本科,"一，岗位职责：
1. 深度参与产品的需求分析与设计，从技术角度提供专业建议，确保产品架构具备高扩展性和稳定性。
2. 承担项目的全栈开发任务，包括但不限于前端页面的构建、后端服务的开发以及数据库的设计与优化，确保项目按时高质量交付。
3. 与设计团队紧密合作，将设计稿精准转化为高效、美观且交互性强的前端应用，注重用户体验和界面性能优化。
4. 运用后端开发技术，如Python、Node.js等，开发高性能、可扩展的后端异步服务，处理复杂的业务逻辑和数据交互。
5. 负责数据库的选型、设计和维护，熟悉关系型数据库（如MySQL、PostgreSQL）和非关系型数据库（如MongoDB、Redis），优化数据库查询性能，保障数据的安全与完整性。
6. 积极参与团队的代码审查和技术交流活动，分享技术经验，提升团队整体技术水平，遵循统一的代码规范和开发流程。
7. 对线上系统进行监控和维护，及时响应并解决系统出现的问题，保障系统的稳定运行，进行性能调优和故障排查。
二，任职要求：
1. 本科及以上学历，计算机科学、软件工程等相关专业，1-3年全栈开发工作经验 。
2. 前端开发方面：
- 熟练掌握HTML5、CSS3，能够编写语义化、兼容性良好的前端代码，实现复杂的页面布局和交互效果。
- 精通JavaScript语言，深入理解其运行机制，熟练运用ES6+特性进行高效开发，熟悉TypeScript更佳。
- 熟练使用至少一种主流前端框架，如Vue3.0、React，理解其核心原理和生命周期，能够进行组件化开发和状态管理 。
- 熟悉前端构建工具，如Webpack、Vite等，掌握代码打包、优化和部署流程，了解前端工程化实践。
3. 后端开发方面：
- 精通Python后端开发语言（熟悉Django、Flask、FastApi等Web框架） 。
- 精通HTTP、HTTPS、UDP、TCP等协议开发。
- 熟悉异步编程（asyncio）、协程及高并发处理（有FastAPI、Tornado异步Web框架者经验优先）。
- 熟悉RESTful API设计规范，能够开发高效、安全的接口，实现前后端数据交互。
- 了解分布式系统架构，具备微服务开发经验者优先，熟悉常见的分布式组件，如消息队列、缓存、分布式事务等。
4. 数据库方面：
- 熟悉关系型数据库的设计、开发和优化，熟练编写SQL语句，具备数据库索引优化、查询优化能力。
- 了解非关系型数据库的应用场景和基本操作，如MongoDB的文档存储、Redis的缓存使用。
5.服务器方面:
- 熟练掌握 Linux 基础命令（文件操作、进程管理、权限控制）。
- 熟练使用ubuntu系统。
- 掌握Nginx，反向代理、负载均衡、HTTPS 证书管理、性能调优等。
6.掌握 Git 版本控制与协作流程（分支策略、冲突解决）。
7. 其他技能和素质：
- 具备良好的问题解决能力和学习能力，能够快速定位和解决开发过程中遇到的技术难题，不断学习和掌握新技术。
- 有较强的团队协作精神和沟通能力，能够与不同部门的人员有效合作，共同推进项目进展。
- 对技术有热情，关注行业技术动态，积极探索新技术在项目中的应用，有开源项目经验者优先 。",https://www.zhipin.com/job_detail/d146e9bb3e5bcd9b03Bz09-9GVVS.html?securityId=npcYBtqbu10w9-q1SKDbffRBF9J17ukwHdi12Ln0Kw0zxLgWWBALM4sMZSA4GJS0wCOqX3ESudiEtwYeHcDp2MIY5dcYRCrfI-1pLnLdb41eYR0_oAX8Ur44To4AfG6Njeqbv_MFEdfUKg~~&ka=search-list-1yGQl9q2wIO.search.278
278,初级全栈工程师,杭州多安,6-10K·13薪,1-3年,大专,"（提供员工宿舍）
岗位职责：
1、负责业务需求分析设计和实现，向项目经理汇报进度。
2、 参与项目前期的的需求分析，以及设计和开发等各项工作。    
3、能按时、独立、高质量地完成工作，对自己的代码要求严格.
4、能在指导下解决常见技术问题。
 
岗位要求：
1、全日制大学毕业；
2、沟通理解能力较强，表达思路清晰，有很强的问题解决能力；
3、有一年左后的项目开发经验；
4、熟悉HTML/XHTML、CSS，JavaScript等前端开发技术，熟练vue.js框架；   
5、熟悉Linux平台，熟悉java后端开发语言；  
6、熟练使用Oralce或MYSQL等主流数据库；
7、熟悉软件开发生命周期；
8、有医疗软件项目开发经验优先聘用；
企业福利：十三薪，年终奖励,五险，绩效奖金，带薪度假！",https://www.zhipin.com/job_detail/d3d6e6687f5f311e1Hx-29q9E1VR.html?securityId=cSgT2r1ToFCdR-n1iU114jy46ZuVCsgPQQMNuSwaUsbDvSwXPRbhyDkH_EECMbv8PQX1RZ0fa7qlEhptzosYMRVz5Ik-36QZoC8IuBNyK81d8Sdxj31yJ7_RT2lOe53MZvoh72gZJUCJbg~~&ka=search-list-1yGQl9q2wIO.search.279
279,全栈工程师,信公小安,12-15K·13薪,1-3年,本科,"岗位职责：
1.参与产品需求，技术方案，以及技术研发和业务产品的研发。
2.系统性能优化，代码重构。
岗位要求：
1. 扎实的Java编程基础，计算机基础；
2. 具备前端开发技能，熟悉HTML、CSS、JavaScript和前端框架；
3. 熟练掌握Spring Cloud或其他主流JAVA框架；
4. 熟悉MySQL或其他数据库，有数据库调优经验；
5. 熟悉Git， Maven等工具。
6. 熟悉软件开发过程，能够沟通需求、控制项目进度，有良好的文档能力；",https://www.zhipin.com/job_detail/c87b3dbe4524aecc1HF43dm_F1NR.html?securityId=TwTE7qV2bI6SO-W1dGqQMGelaWwqhE8RgFiv9VN4yFC-2dUxHEdCPFkFqsmiUv7JL5hrPkP0xwcsA_mHvjdgMZim2rCNUFPEYZuJfElvcCDMZCZNxMFx_K_eyTuwALJYV8AA5PVJ7cU~&ka=search-list-1yGQl9q2wIO.search.280
280,低代码开发全栈工程师,杭州怯薛卫队通信科技,12-24K,5-10年,本科,"岗位职责:
1. 负责低代码平台上的全栈开发工作，包括但不限于编写代码、调试和维护。
2. 与团队合作，确保项目按时交付，并保持代码质量和系统性能。
3. 持续学习和应用新技术，以提升个人和团队的开发能力。
任职要求：
1. 具备出色的沟通能力，能够有效地与团队成员协作。
2. 能够独立完成任务，并对工作细节有高度的关注。
3. 具有良好的问题解决能力，能够在面对挑战时迅速做出决策。
4. 低代码全栈开发经验2年以上，低于2年经验勿投。",https://www.zhipin.com/job_detail/ceb6c9fe1855235703d-3Nq6EVZS.html?securityId=S0E5AA9NkczJ--C1qOo3XXWKLvz3Wy3qGUk9JLIo4vzQeDuiCoprDUpG_hR6J4VACu5AfNNwpVTU8_01GCUTckRWLxh4PT0i8hB4RVGHgNGRBOWeO29BLeOaLP5aeeOgqcuhCv21bwJDSQ~~&ka=search-list-1yGQl9q2wIO.search.281
